Bandgap (eV),Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),J0 (mA/cm^2)
1.656,1.3770303275,23.8507261124,90.8024929544,29.8224200216,1.75550634307e-22
1.658,1.37889560564,23.7832078297,90.8120686249,29.7814190266,1.62868060468e-22
1.66,1.38076068636,23.7156327127,90.8218963598,29.7401869754,1.51101307225e-22
1.662,1.38262571497,23.6481354058,90.8317477844,29.6988206926,1.40184274043e-22
1.664,1.38449082834,23.5808413404,90.8414940099,29.6574391124,1.30055628917e-22
1.666,1.38635597943,23.5137072554,90.8511348287,29.6159878562,1.20658464541e-22
1.668,1.38822139637,23.4469399186,90.8606716021,29.5747339859,1.11939979258e-22
1.67,1.39008758358,23.3809936673,90.8701079119,29.5342653351,1.03851181004e-22
1.672,1.39195476467,23.3160644437,90.8798678228,29.4949765797,9.63466125904e-23
1.674,1.39382243807,23.2516938349,90.8895859284,29.456162856,8.93840967815e-23
1.676,1.39569023429,23.1875469408,90.8992028472,29.4173752559,8.29244997533e-23
1.678,1.39755888232,23.1242751074,90.90872272,29.3794592589,7.69315115969e-23
1.68,1.39942742745,23.0610206362,90.9181409467,29.3413068151,7.1371442646e-23
1.682,1.40129558629,22.9975323575,90.9274555096,29.3025915005,6.62130344867e-23
1.684,1.40316440809,22.9347441502,90.9371064021,29.2646672721,6.14272845911e-23
1.686,1.40503326337,22.8720944393,90.9466951872,29.2266786129,5.69872835936e-23
1.688,1.40690166884,22.8091567696,90.9561823481,29.1880578688,5.2868064299e-23
1.69,1.40876982756,22.7461132753,90.9655683368,29.1490413545,4.9046461577e-23
1.692,1.41063912601,22.6841824738,90.9748609564,29.1112234669,4.55009823582e-23
1.694,1.41251065355,22.6243097093,90.9840686065,29.0758502212,4.22116850042e-23
1.696,1.41438548807,22.5674206121,90.9936101921,29.0442797525,3.91600673765e-23
1.698,1.41626163884,22.5117600162,91.0031054449,29.0141034364,3.63289629758e-23
1.7,1.41813795031,22.456315883,91.0125097712,28.9839838189,3.37024445718e-23
1.702,1.42001640524,22.402805572,91.0218338623,28.9561856715,3.12657347828e-23
1.704,1.42189578386,22.3501614773,91.0310734267,28.9293113504,2.90051231042e-23
1.706,1.42377412142,22.296683613,91.0402175667,28.9011186648,2.6907888921e-23
1.708,1.42565179562,22.2427036517,91.0495237563,28.872123021,2.49622300728e-23
1.71,1.42753076506,22.1899071149,91.0589264418,28.8445313197,2.3157196572e-23
1.712,1.42941076648,22.1380608608,91.068245886,28.8179841038,2.14826291024e-23
1.714,1.43128918838,22.0849278745,91.0774701372,28.7895140758,1.99291019541e-23
1.716,1.43316395389,22.0287483545,91.0865858416,28.7567712126,1.84878700753e-23
1.718,1.43503593014,21.9702832756,91.0955934505,28.7207516078,1.71508199435e-23
1.72,1.43691098114,21.9145220385,91.1046478036,28.6881405752,1.59104239808e-23
1.722,1.43879221315,21.8640718916,91.1139545481,28.6624969688,1.47596982587e-23
1.724,1.44067760096,21.8171877062,91.1231947975,28.6414176304,1.36921632531e-23
1.726,1.44256343716,21.7707248236,91.1323555482,28.6207101066,1.27018074323e-23
1.728,1.44444592684,21.7214922766,91.1414175433,28.596094641,1.17830534716e-23
1.73,1.44632393047,21.6685543005,91.1503703632,28.5662969412,1.09307269053e-23
1.732,1.448196073,21.610789191,91.1592001096,28.5297849543,1.01400270416e-23
1.734,1.45006506862,21.5504988441,91.1682827218,28.4897470029,9.40649997599e-24
1.736,1.45193362528,21.4899563289,91.1773548519,28.4491493253,8.72601355207e-24
1.738,1.45380124272,21.428750165,91.1863284214,28.4074078547,8.09473412943e-24
1.74,1.4556687708,21.3675895558,91.1952064901,28.3654781553,7.50910502835e-24
1.742,1.45753607865,21.3063673722,91.2039881431,28.3232153345,6.96582653007e-24
1.744,1.45940297703,21.2449297555,91.2126718837,28.2804102303,6.46183732066e-24
1.746,1.46126973903,21.1835034688,91.2216260965,28.2374833957,5.99429727423e-24
1.748,1.46313668838,21.1223540616,91.2305721132,28.1947090275,5.5605714789e-24
1.75,1.46500401749,21.0616370535,91.2394255644,28.1522741121,5.15821541581e-24
1.752,1.46687164578,21.0012843824,91.2481864575,28.1100884009,4.78496120809e-24
1.754,1.46873933131,20.9410980396,91.2568537768,28.0678835946,4.43870486246e-24
1.756,1.4706069018,20.8809385666,91.2654265005,28.0254699056,4.11749443194e-24
1.758,1.47247430158,20.8207620004,91.2742686163,27.9828990301,3.81951903314e-24
1.76,1.47434175847,20.7607525619,91.2831005202,27.9403371052,3.5430986565e-24
1.762,1.47620987304,20.7013908219,91.2918427397,27.8984197071,3.28667471224e-24
1.764,1.47807925129,20.643156232,91.3004990563,27.8578099619,3.04880125891e-24
1.766,1.47994961262,20.5858168851,91.3090694842,27.818195291,2.82813686537e-24
1.768,1.4818203059,20.5288492867,91.3175514078,27.778859161,2.6234370603e-24
1.77,1.48369098102,20.4719740926,91.326268962,27.739517032,2.43354732704e-24
1.772,1.4855612559,20.4148897923,91.3350041099,27.6996866839,2.25739660427e-24
1.774,1.48743109562,20.3575716279,91.3436481869,27.6592997521,2.09399125607e-24
1.776,1.48930021369,20.2997976303,91.352199191,27.6180471789,1.94240947742e-24
1.778,1.49116832372,20.2413484569,91.3606546299,27.5756217761,1.80179610385e-24
1.78,1.49303653328,20.1830956902,91.369019481,27.5332309869,1.67135779582e-24
1.782,1.49490660935,20.1264142977,91.3775912233,27.4928761638,1.55035857107e-24
1.784,1.49677798914,20.0708551471,91.3862247276,27.4538970714,1.43811565959e-24
1.786,1.49864990222,20.0158134003,91.3947734716,27.4154130849,1.333995658e-24
1.788,1.50052242185,19.9613423199,91.4032383944,27.3775017114,1.23741096175e-24
1.79,1.50239478634,19.906851639,91.411616246,27.3393405861,1.14781645507e-24
1.792,1.50426685863,19.8522371809,91.4199060133,27.3007836344,1.06470644e-24
1.794,1.50613967517,19.7982946236,91.4283123327,27.2630057421,9.87611787272e-25
1.796,1.50801438868,19.7458998263,91.4368621557,27.227246846,9.1609729311e-25
1.798,1.50989136447,19.6953196955,91.4453381825,27.1938254946,8.49759226908e-25
1.8,1.51177060643,19.6465440446,91.4537430321,27.1627382278,7.88223056148e-25
1.802,1.51365114055,19.5988217583,91.4620744646,27.1329367952,7.31141335683e-25
1.804,1.51553468468,19.5534451334,91.4703430975,27.1062522348,6.78191749538e-25
1.806,1.51741845801,19.5082999381,91.4785364523,27.0797090916,6.29075294215e-25
1.808,1.51929327986,19.4564744605,91.4870021351,27.0436409907,5.83514593267e-25
1.81,1.52116110433,19.3994889362,91.4953662002,27.0000520098,5.41252333681e-25
1.812,1.52302830736,19.3421594675,91.5036398849,26.955742862,5.02049815245e-25
1.814,1.52489544341,19.2849038137,91.5118249865,26.9113051146,4.65685604767e-25
1.816,1.52676234582,19.2275984488,91.5199204687,26.8665634281,4.31954287549e-25
1.818,1.52862879718,19.1700837155,91.5279247305,26.8212899876,4.00665309098e-25
1.82,1.53049511235,19.1125953926,91.5362259476,26.7759331747,3.71641900561e-25
1.822,1.53236160177,19.0553631823,91.544482266,26.7307204574,3.44720081822e-25
1.824,1.53422809376,18.9982597629,91.5526509173,26.6854589451,3.19747736667e-25
1.826,1.53609463876,18.9413220424,91.5607320508,26.6402022578,2.96583754792e-25
1.828,1.53796109779,18.8844481427,91.5687249267,26.5948052922,2.75097235841e-25
1.83,1.53982739601,18.8275840902,91.5766289287,26.54919092,2.55166750978e-25
1.832,1.54169381987,18.7709389174,91.5848203928,26.5037682856,2.3667965785e-25
1.834,1.54356013276,18.7143404868,91.5929749038,26.4581969368,2.19531465062e-25
1.836,1.54542649529,18.6579054064,91.6010428649,26.4126306713,2.03625242616e-25
1.838,1.54729323128,18.6018663288,91.6090257458,26.3674061825,1.88871074961e-25
1.84,1.54915989216,18.5458990011,91.6169216423,26.3220572964,1.75185553597e-25
1.842,1.55102637739,18.4899319665,91.6247298171,26.2764810408,1.62491306363e-25
1.844,1.55289307472,18.434242817,91.6328102964,26.2311821448,1.50716560763e-25
1.846,1.5547600274,18.3788609076,91.6408688564,26.1861201128,1.39794738868e-25
1.848,1.55662666456,18.3233799229,91.6488408978,26.1406889079,1.29664081509e-25
1.85,1.55849292726,18.2677602242,91.6567256772,26.094830297,1.20267299652e-25
1.852,1.56035894177,18.212093123,91.6645232714,26.0486763927,1.11551250977e-25
1.854,1.56222457852,18.1562891794,91.6722325791,26.002096503,1.03466639856e-25
1.856,1.56409059185,18.1008789428,91.680199591,25.9559612827,9.59677390208e-26
1.858,1.56595731805,18.0460946817,91.6881606846,25.9105369435,8.90121313663e-26
1.86,1.56782422862,17.9915640085,91.696038166,25.8652607978,8.25604704276e-26
1.862,1.56969098299,17.9370494069,91.7038306282,25.8197864015,7.65762581811e-26
1.864,1.57155759966,17.8825646097,91.7115378775,25.7741339929,7.10256389175e-26
1.866,1.57342458426,17.8284591423,91.7191623301,25.7288171994,6.5877208026e-26
1.868,1.57529238218,17.7750368681,91.7270193631,25.6843727766,6.11018346093e-26
1.87,1.5771609191,17.7222417654,91.734894488,25.6406617591,5.66724969317e-26
1.872,1.57902985043,17.669833743,91.7426892524,25.5973065646,5.256412977e-26
1.874,1.58089886326,17.617597132,91.7504026523,25.5539911841,4.8753482809e-26
1.876,1.58276766072,17.5653296972,91.7580332718,25.5104177386,4.52189892803e-26
1.878,1.58463619788,17.5130022805,91.765580534,25.466542885,4.19406441062e-26
1.88,1.58650475011,17.4608024013,91.7732994818,25.4227144994,3.88998908587e-26
1.882,1.58837358782,17.4089120369,91.7810893635,25.3791747321,3.60795168988e-26
1.884,1.59024275139,17.3573565382,91.788799798,25.3359212381,3.34635561024e-26
1.886,1.59211421914,17.3074583256,91.7964395613,25.2949224617,3.10371986246e-26
1.888,1.5939901597,17.2606519114,91.8040213162,25.2583243317,2.87867071942e-26
1.89,1.59586948886,17.2161910032,91.811544542,25.2250326728,2.66993394648e-26
1.892,1.59774732259,17.1708139263,91.8191061239,25.1902246682,2.47632759856e-26
1.894,1.59962028671,17.1222936743,91.8268371107,25.150606976,2.29675533841e-26
1.896,1.6014897578,17.0715666831,91.8344785323,25.1074905886,2.13020023848e-26
1.898,1.60335773938,17.0199724612,91.8420345446,25.0628688457,1.97571903138e-26
1.9,1.60522578103,16.9685369445,91.8495102913,25.0182754442,1.83243677642e-26
1.902,1.60709487558,16.9179094157,91.8569105873,24.9746865548,1.6995419122e-26
1.904,1.60896363589,16.8671785734,91.8642764665,24.9307492361,1.57628166731e-26
1.906,1.6108319508,16.8162740228,91.8719112764,24.8864392514,1.46195780312e-26
1.908,1.6127022876,16.7667984681,91.8794742501,24.8440759186,1.35592266486e-26
1.91,1.61457421826,16.7184634466,91.8869658722,24.8032325176,1.25757551843e-26
1.912,1.61644585645,16.6700436026,91.8943796319,24.7620643758,1.16635915245e-26
1.914,1.61831636738,16.6210038336,91.9017111673,24.7197613705,1.0817567263e-26
1.916,1.62018600514,16.5715133918,91.9089604108,24.6765761955,1.00328884625e-26
1.918,1.62205530557,16.521919693,91.9164802434,24.6331272465,9.30510853376e-27
1.92,1.62392423696,16.4722044101,91.9239630273,24.5893034244,8.63010307779e-27
1.922,1.62579218074,16.4219766635,91.931364191,24.5444986684,8.00404654921e-27
1.924,1.62765937263,16.3713914157,91.9386835156,24.4989457529,7.42339060964e-27
1.926,1.62952669364,16.3210091825,91.9459241104,24.4534967556,6.88484404823e-27
1.928,1.6313940674,16.2707810452,91.953085638,24.4080782412,6.38535415605e-27
1.93,1.63326156455,16.2207509256,91.9604633941,24.3628363862,5.92208944927e-27
1.932,1.63512951511,16.1711244675,91.9678632872,24.3180347246,5.49242364324e-27
1.934,1.63699778826,16.1218173716,91.9751867551,24.2735204719,5.09392078716e-27
1.936,1.63886619355,16.0727093193,91.9824332761,24.2291110925,4.7243214752e-27
1.938,1.64073455235,16.0236887448,91.9896020957,24.1846365238,4.38153005619e-27
1.94,1.64260228563,15.9743980322,91.9966902295,24.1395476316,4.06360276955e-27
1.942,1.64446928821,15.924775881,92.0039294866,24.0938095155,3.76873674053e-27
1.944,1.64633606328,15.8751353854,92.0112485274,24.0478831565,3.4952597724e-27
1.946,1.64820301361,15.8257243021,92.0184905955,24.0021090565,3.24162087795e-27
1.948,1.65007083847,15.7769682652,92.0256586054,23.9571457679,3.00638149687e-27
1.95,1.65194000475,15.7291462954,92.0327554936,23.9134285838,2.78820734914e-27
1.952,1.6538092766,15.6815011981,92.0397767552,23.8697909683,2.58586087863e-27
1.954,1.65567798111,15.633625377,92.0468859743,23.82564544,2.398194244e-27
1.956,1.65754696112,15.586030017,92.0541373955,23.7817967223,2.22414281727e-27
1.958,1.65941585066,15.5384935501,92.0613134013,23.7378462447,2.06271915348e-27
1.96,1.66128503613,15.4912479199,92.068415308,23.6941550298,1.91300739708e-27
1.962,1.66315646346,15.445453988,92.0754516678,23.6525322811,1.77415809363e-27
1.964,1.66502860737,15.4001911308,92.0824177666,23.6115514533,1.6453833773e-27
1.966,1.6668995729,15.3543300094,92.0893737551,23.5694704756,1.52595250711e-27
1.968,1.66877066741,15.3086509916,92.096563225,23.5275661615,1.41518772651e-27
1.97,1.67064200056,15.2632180546,92.1036808178,23.4858612527,1.312460423e-27
1.972,1.67251318182,15.2178000012,92.1107252376,23.4439951677,1.21718756592e-27
1.974,1.67438529396,15.1730330379,92.1177006881,23.4029655651,1.12882840246e-27
1.976,1.67625752274,15.1284357818,92.1246044439,23.3620205768,1.04688139298e-27
1.978,1.67812798611,15.0829094724,92.1314274431,23.319433967,9.70881368461e-28
1.98,1.67999817111,15.0373283002,92.1385034417,23.2766590062,9.00396893915e-28
1.982,1.68186939248,14.9924560981,92.1455566044,23.2348273988,8.35027822851e-28
1.984,1.68374092367,14.9478672855,92.1525390606,23.1932605437,7.74403028981e-28
1.986,1.68561232649,14.903307582,92.1594493202,23.1515586294,7.18178302295e-28
1.988,1.6874834969,14.8587177751,92.1662867079,23.109628213,6.66034397623e-28
1.99,1.68935451167,14.8141429802,92.173051241,23.0675405283,6.17675224621e-28
1.992,1.69122533666,14.7695644204,92.1799535396,23.0253186201,5.72826168937e-28
1.994,1.69309571542,14.7248369223,92.1869415071,22.9827192005,5.31232535064e-28
1.996,1.69496489443,14.6795348278,92.1938537636,22.9390258328,4.92658102049e-28
1.998,1.69683291289,14.6336865384,92.2006890762,22.8942802247,4.56883783895e-28
2.0,1.69870078764,14.5878718648,92.2074503305,22.8494021552,4.23706387055e-28
2.002,1.70056881984,14.5422608681,92.2141386308,22.8046629006,3.92937457999e-28
2.004,1.70243695272,14.4968207464,92.2208822446,22.7600430374,3.64402214316e-28
2.006,1.70430529314,14.4516105821,92.2277977776,22.7156663901,3.379385533e-28
2.008,1.70617450864,14.4070011665,92.2346440342,22.6720670025,3.1339613241e-28
2.01,1.70804522656,14.3633364087,92.241424159,22.6297990748,2.90635516393e-28
2.012,1.70991642641,14.3200433161,92.2481355228,22.5879497656,2.69527386232e-28
2.014,1.71178688574,14.2764442738,92.2547731706,22.5454337298,2.4995180545e-28
2.016,1.71365625726,14.2323517344,92.2613616115,22.5019543374,2.31797539608e-28
2.018,1.71552568935,14.1884014034,92.268218423,22.4586076156,2.14961425138e-28
2.02,1.71739634198,14.1452275382,92.2750085286,22.4163327856,1.99347783941e-28
2.022,1.71926680276,14.102053451,92.2817281076,22.3738824828,1.84867880434e-28
2.024,1.72113604631,14.0583223829,92.2883728711,22.3303580945,1.71439417961e-28
2.026,1.72300446162,14.0142512646,92.2949430811,22.2861068362,1.58986071721e-28
2.028,1.72487287365,13.9702899985,92.3014415484,22.2418546073,1.47437055568e-28
2.03,1.72674186732,13.926753571,92.3081662595,22.1981833296,1.36726720225e-28
2.032,1.7286110068,13.8834048505,92.3148908142,22.1546565883,1.26794180627e-28
2.034,1.73047994552,13.8400574482,92.3215445775,22.1109562497,1.17582970301e-28
2.036,1.73234870246,13.7967223724,92.3281273083,22.0671002075,1.09040720797e-28
2.038,1.73421720786,13.7533632938,92.3346384235,22.0230294258,1.01118864382e-28
2.04,1.73608540587,13.7099517242,92.3410772996,21.9786973505,9.37723582854e-29
2.042,1.73795339523,13.6665412674,92.3476494813,21.9342399035,8.69594289482e-29
2.044,1.73982138427,13.6232426199,92.3543097936,21.8898266651,8.0641334823e-29
2.046,1.74168959895,13.5801743374,92.3609007257,21.8456143817,7.47821463763e-29
2.048,1.74355789701,13.537260652,92.3674218897,21.8014804769,6.93485420488e-29
2.05,1.74542602853,13.4943705549,92.3738722682,21.7572112834,6.4309619016e-29
2.052,1.74729404193,13.4515299181,92.3802517873,21.7128493704,5.96367176752e-29
2.054,1.74916223084,13.4088914904,92.3866821317,21.6686741181,5.53032588647e-29
2.056,1.75103105524,13.3666920806,92.393284615,21.6251037066,5.12845928909e-29
2.058,1.75290080275,13.325076691,92.3998212486,21.5823230166,4.75578595075e-29
2.06,1.75477146734,13.2840376384,92.4062928582,21.5403228959,4.41018580529e-29
2.062,1.75664222249,13.2431470291,92.4126971027,21.4984012034,4.08969270085e-29
2.064,1.75851233297,13.2020288434,92.4190308924,21.4559380189,3.79248322948e-29
2.066,1.76038186923,13.1607219072,92.4253043356,21.4129986002,3.51686636722e-29
2.068,1.76225121686,13.1194245073,92.431853027,21.3699872767,3.26127386576e-29
2.07,1.76412089113,13.0783980847,92.4383350573,21.3272573787,3.02425134131e-29
2.072,1.76599084228,13.0376158637,92.444750491,21.2847661357,2.80445000997e-29
2.074,1.76786077255,12.9969266953,92.451098407,21.2422641031,2.60061902278e-29
2.076,1.76973038088,12.9561796721,92.4573774639,21.1995010291,2.411598357e-29
2.078,1.77159960705,12.9153460937,92.4635869612,21.156428807,2.23631222315e-29
2.08,1.77346880617,12.874604478,92.469984588,21.1134028942,2.07376295048e-29
2.082,1.7753386213,12.8342740579,92.4764130968,21.0709194116,1.92302531621e-29
2.084,1.77720968003,12.7946624167,92.4827789258,21.0294721919,1.78324128619e-29
2.086,1.77908119129,12.7553733893,92.4890804162,20.9884035542,1.65361513733e-29
2.088,1.78095221203,12.7159409353,92.4953142596,20.9469357461,1.53340893392e-29
2.09,1.78282290206,12.6764455342,92.5014805371,20.9052027081,1.42193833231e-29
2.092,1.78469360166,12.6370549114,92.5077108436,20.8635147634,1.31856869005e-29
2.094,1.78656474605,12.5979809826,92.5140927119,20.8222474048,1.22271145744e-29
2.096,1.7884360028,12.5590601008,92.5204098709,20.7810788786,1.13382083091e-29
2.098,1.79030656279,12.5198997896,92.5266595941,20.7393499556,1.05139064943e-29
2.1,1.79217801076,12.4812681662,92.5328469881,20.6983527066,9.74951516044e-30
2.102,1.79405229188,12.4440974142,92.5389807277,20.6596619632,9.04068128457e-30
2.104,1.79592933341,12.4083403115,92.5450631972,20.6232067779,8.38336803325e-30
2.106,1.79780732862,12.3731205779,92.5513971998,20.5875833823,7.7738318027e-30
2.108,1.79968184922,12.3363209399,92.5576809588,20.5491499265,7.20860092564e-30
2.11,1.80155158875,12.2973346656,92.5638873055,20.5068653683,6.68445592387e-30
2.112,1.80341915918,12.2574216173,92.5700205885,20.4628520522,6.1984111944e-30
2.114,1.80528647904,12.2174983183,92.5760859135,20.4186597559,5.74769802507e-30
2.116,1.80715459247,12.1780576079,92.5820873001,20.37512575,5.32974884326e-30
2.118,1.80902267841,12.1387101467,92.5882208687,20.3316343951,4.94218260814e-30
2.12,1.81088972045,12.0989802063,92.5944332864,20.2873652237,4.58279126343e-30
2.122,1.81275607167,12.0590371111,92.6005771777,20.2425720504,4.2495271738e-30
2.124,1.81462209657,12.0190533315,92.6066529705,20.1975478288,3.94049147342e-30
2.126,1.81648793612,11.9790955164,92.6126607415,20.1524061493,3.65392326053e-30
2.128,1.81835383626,11.9392779045,92.6186011845,20.107342514,3.38818957653e-30
2.13,1.82022008734,11.8997336663,92.624602678,20.0626132918,3.14177611278e-30
2.132,1.82208690258,11.8605588258,92.6307598204,20.0184046909,2.91327859214e-30
2.134,1.82395439317,11.8218014732,92.6368530981,19.9747535762,2.70139477636e-30
2.136,1.82582237766,11.7833756891,92.6428824712,19.9315149276,2.50491705391e-30
2.138,1.82769061912,11.7451714599,92.6488474592,19.8885016189,2.32272556596e-30
2.14,1.82955936002,11.7072972725,92.6547491663,19.8459016837,2.1537818317e-30
2.142,1.83142885551,11.6698659491,92.6606189932,19.8039178875,1.99712283649e-30
2.144,1.83329904677,11.632847583,92.666734919,19.7625604594,1.8518555494e-30
2.146,1.83516954634,11.5960652475,92.6727887481,19.7214605989,1.71715183891e-30
2.148,1.83703934063,11.5590642642,92.6787774879,19.6798340363,1.59224375786e-30
2.15,1.83890834391,11.5218093027,92.6847000483,19.6376183363,1.47641917088e-30
2.152,1.84077780539,11.4848585676,92.690560296,19.5957787839,1.36901769935e-30
2.154,1.84264793481,11.4483028202,92.6963594402,19.5544745826,1.26942696097e-30
2.156,1.84451799444,11.4118134203,92.7023396801,19.5131891393,1.17707908238e-30
2.158,1.84638745409,11.3751572082,92.7083456684,19.4714852222,1.09144746515e-30
2.16,1.84825598335,11.3381916714,92.714286006,19.4290950719,1.01204378666e-30
2.162,1.85012383022,11.3010290401,92.7201605026,19.3862122234,9.38415218836e-31
2.164,1.85199138621,11.263842658,92.7259698062,19.3431376308,8.70141848953e-31
2.166,1.85385891207,11.226746833,92.7317145532,19.300070617,8.06834287736e-31
2.168,1.85572671249,11.189873393,92.7375394417,19.2572718317,7.4813145128e-31
2.17,1.85759588678,11.1536952625,92.7434975988,19.2155794687,6.93698504081e-31
2.172,1.85946709469,11.1184902492,92.7493992089,19.1754437105,6.43224951505e-31
2.174,1.86133843808,11.0834360929,92.7552400633,19.1354297942,5.96422870845e-31
2.176,1.86320856039,11.0479523554,92.7610154382,19.0945205348,5.53025270893e-31
2.178,1.86507818656,11.0123527027,92.7667268268,19.053264151,5.12784570693e-31
2.18,1.86694763578,10.9767745558,92.7723911177,19.0119048417,4.75471188827e-31
2.182,1.86881634492,10.9409801549,92.77830604,18.9700857047,4.40872235196e-31
2.184,1.87068410852,10.9048857312,92.7841563855,18.9275934653,4.08790297854e-31
2.186,1.87255126583,10.8686376867,92.7899421639,18.8846844285,3.79042317997e-31
2.188,1.87441883636,10.8326655739,92.7956661033,18.8421158312,3.51458546692e-31
2.19,1.87628841356,10.7976329962,92.8013343658,18.8010619148,3.25881577418e-31
2.192,1.87815922955,10.7632119298,92.806945698,18.7609480407,3.02165448911e-31
2.194,1.88002869215,10.728321495,92.8127260851,18.7199112631,2.80174813195e-31
2.196,1.88189661481,10.6928898364,92.8185338663,18.6777929901,2.59784164081e-31
2.198,1.88376433968,10.6574763897,92.8242791084,18.6355637638,2.40877121726e-31
2.2,1.88563192489,10.6221056699,92.8299616948,18.5932672305,2.23345769188e-31
2.202,1.88749879076,10.5865406741,92.8355793203,18.5504822539,2.07090037193e-31
2.204,1.8893657094,10.5510992974,92.8411341542,18.5077735204,1.92017133621e-31
2.206,1.89123393638,10.5162918565,92.8467687808,18.466078479,1.7804101445e-31
2.208,1.89310227712,10.4816285427,92.8525333571,18.4245377183,1.65081893154e-31
2.21,1.89496883053,10.4463404883,92.8582319102,18.3817416576,1.53065785759e-31
2.212,1.89683511944,10.411048064,92.8638673285,18.3387951495,1.41924088965e-31
2.214,1.89870346597,10.3766841742,92.8694471702,18.2973671324,1.31593188929e-31
2.216,1.90057353427,10.3431060636,92.8749720311,18.2572075012,1.22014098495e-31
2.218,1.90244446364,10.3099635991,92.8804672502,18.2176985349,1.13132120776e-31
2.22,1.90431477178,10.2766640574,92.8861947642,18.177831259,1.04896537207e-31
2.222,1.90618289289,10.2425892842,92.8918573155,18.1364370329,9.7260318263e-32
2.224,1.9080500854,10.2082446529,92.897456449,18.094419865,9.01798552081e-32
2.226,1.9099180002,10.1742833706,92.9029965576,18.0529539077,8.36147113488e-32
2.228,1.91178593154,10.1404255692,92.9084756829,18.0115371373,7.75273913662e-32
2.23,1.91365287363,10.106277793,92.9138897997,17.9694603793,7.18831274184e-32
2.232,1.91551885573,10.0718551654,92.919487332,17.9267973168,6.6649680794e-32
2.234,1.9173840321,10.0372212013,92.9251004657,17.8836285511,6.1797157985e-32
2.236,1.91924885887,10.0025554023,92.9306506902,17.8402622691,5.72978401316e-32
2.238,1.92111383928,9.96805299231,92.9361391304,17.7970518293,5.31260248676e-32
2.24,1.92297929518,9.93383679741,92.9415669228,17.7542208942,4.92578796642e-32
2.242,1.92484553291,9.90002203108,92.9469355577,17.7119802923,4.56713058374e-32
2.244,1.92671170747,9.86628292141,92.9524134389,17.6697730578,4.23458124427e-32
2.246,1.92857675614,9.83221531798,92.9579820386,17.6268616667,3.92623993398e-32
2.248,1.9304413787,9.79808866224,92.9634880824,17.5837051845,3.64034487592e-32
2.25,1.93230665565,9.76431251849,92.9689343287,17.5410494817,3.37526247539e-32
2.252,1.93417243244,9.73082592245,92.9743207523,17.4987854613,3.12947799629e-32
2.254,1.93603823967,9.69745063964,92.9796459754,17.4565894031,2.90158691538e-32
2.256,1.93790386363,9.66410645374,92.9850027398,17.4143328855,2.69028690532e-32
2.258,1.93976915627,9.63073869562,92.9905284614,17.3719417658,2.4943704007e-32
2.26,1.94163463446,9.59754031678,92.9959940261,17.3297260068,2.31271770467e-32
2.262,1.94350113301,9.5648192515,93.0014019328,17.2882510673,2.14429059685e-32
2.264,1.94536814706,9.53238525644,93.0067513752,17.2471707133,1.98812640621e-32
2.266,1.94723439512,9.49976527276,93.0120381541,17.2056176569,1.84333251492e-32
2.268,1.94909986137,9.46695619891,93.0172690647,17.1635864991,1.70908126196e-32
2.27,1.95096544058,9.43428732372,93.0227541023,17.1217388412,1.5846052174e-32
2.272,1.95283132004,9.40182611062,93.0281800205,17.0801417624,1.46919280037e-32
2.274,1.95469702034,9.36939746682,93.0335456232,17.0384736362,1.3621842158e-32
2.276,1.95656216995,9.33686766826,93.0388494551,16.9964878024,1.26296768663e-32
2.278,1.95842646945,9.3041308016,93.0440898383,16.9539879249,1.17097596014e-32
2.28,1.96029009502,9.27125305894,93.0492664979,16.9110952156,1.08568306836e-32
2.282,1.96215428661,9.23867987484,93.0546388545,16.8686800227,1.00660132417e-32
2.284,1.96401971643,9.20664826467,93.060021624,16.8271491373,9.3327853586e-33
2.286,1.96588529022,9.17476505905,93.0653452704,16.7857641969,8.65295424359e-33
2.288,1.96775030239,9.14277995765,93.0706076633,16.744061283,8.02263228308e-33
2.29,1.96961684698,9.1114328374,93.0758151508,16.7034152145,7.43821483376e-33
2.292,1.97148685644,9.08139672315,93.0809760769,16.6650823171,6.89635963124e-33
2.294,1.97335787577,9.05179974109,93.0862340554,16.627472994,6.39396769667e-33
2.296,1.97522735535,9.0217484575,93.091589467,16.5889252891,5.92816563238e-33
2.298,1.9770952784,8.99124223244,93.0968843848,16.5494072791,5.49628920563e-33
2.3,1.97896170519,8.96030726918,93.1021174608,16.5089651811,5.09586812665e-33
2.302,1.98082677905,8.92899823963,93.1072876594,16.467698658,4.72461193423e-33
2.304,1.98269069014,8.89738528515,93.1123942626,16.4257367689,4.38039690815e-33
2.306,1.98455439543,8.86580061516,93.1174985504,16.3837106039,4.06125393389e-33
2.308,1.98641945878,8.83477916934,93.1228060162,16.3426587847,3.76535725033e-33
2.31,1.98828536884,8.8041416956,93.1280569981,16.3022024549,3.49101401611e-33
2.312,1.99014943502,8.77297185278,93.1332446578,16.2606221122,3.23665463529e-33
2.314,1.99201084874,8.74100268816,93.1383646574,16.2174124232,3.00082378682e-33
2.316,1.99387216858,8.70910566825,93.1434230942,16.1742095625,2.78217210689e-33
2.318,1.9957351779,8.67787949186,93.1484263847,16.132142509,2.57944847648e-33
2.32,1.99759929309,8.6471225782,93.1536875569,16.0908891316,2.3914928701e-33
2.322,1.99946399606,8.61665806375,93.1588940814,16.0500641161,2.21722972505e-33
