Bandgap (eV),Voc (V),Jsc (mA/cm^2),FF (%),PCE (%),J0 (mA/cm^2)
0.988,0.75377018086,48.9376363041,85.411043175,31.5061958232,1.06379262904e-11
0.99,0.755607387232,48.8223706259,85.4371524426,31.5182302348,9.88482834315e-12
0.992,0.75744454851,48.7069146007,85.4639032929,31.5300157517,9.18497390068e-12
0.994,0.759281543505,48.5910445549,85.490271714,31.5410230488,8.53460398232e-12
0.996,0.761118996615,48.4759370224,85.5162674983,31.5520448963,7.9302245956e-12
0.998,0.762956734289,48.3612646735,85.5418900876,31.5628638571,7.36858808546e-12
1.0,0.764794608374,48.2467506513,85.5680613354,31.5736346814,6.84667579399e-12
1.002,0.766632521942,48.1322160799,85.5941339105,31.5839976325,6.3616819387e-12
1.004,0.768470553075,48.0178088372,85.6198377054,31.5939530974,5.91099862393e-12
1.006,0.770309456543,47.9049293135,85.6451856906,31.6044610277,5.49220190587e-12
1.008,0.772148994886,47.7931304005,85.67059245,31.6153764933,5.10303883722e-12
1.01,0.773989044868,47.6821798418,85.6963981964,31.6266712388,4.74141542284e-12
1.012,0.775829366256,47.5716322408,85.7218487194,31.6377649936,4.40538542233e-12
1.014,0.777670893517,47.463202958,85.7469595771,31.6498471285,4.0931399401e-12
1.016,0.779513001577,47.3557349888,85.7717253292,31.6621273154,3.80299774781e-12
1.018,0.781354641808,47.2473077317,85.797132744,31.6736444513,3.53339628744e-12
1.02,0.783197145605,47.140357922,85.8223439143,31.6857756688,3.28288330752e-12
1.022,0.785040035527,47.0340093135,85.847214122,31.6978650781,3.05010908782e-12
1.024,0.786885234376,46.9317507622,85.8717744764,31.7123619006,2.83381921126e-12
1.026,0.788733137883,46.8342748204,85.8963967463,31.7299095268,2.63284784456e-12
1.028,0.790578585613,46.7322245091,85.9213962241,31.7440859664,2.44611149189e-12
1.03,0.79242765267,46.6365900138,85.9461098626,31.7623505499,2.27260318835e-12
1.032,0.794279158253,46.5452080684,85.9705323422,31.783210109,2.11138710215e-12
1.034,0.79613020824,46.4528550087,85.9946274983,31.8029812864,1.96159351709e-12
1.036,0.797979421213,46.3570613871,86.0190722229,31.8201588658,1.82241416829e-12
1.038,0.79982453412,46.2538013177,86.0435196519,31.8317356402,1.69309790651e-12
1.04,0.801670385436,46.151763815,86.0676493691,31.8437412195,1.57294666789e-12
1.042,0.803516219185,46.0495963939,86.0914533809,31.8552131389,1.4613117277e-12
1.044,0.805368633815,45.9590311803,86.1150336122,31.8745859494,1.35759021797e-12
1.046,0.807222795561,45.8714239852,86.139362143,31.896078485,1.26122189063e-12
1.048,0.809073140759,45.7769069423,86.1633437533,31.9122020585,1.17168610869e-12
1.05,0.810922993472,45.6813980169,86.1870081445,31.9271980589,1.08849904963e-12
1.052,0.812772443445,45.5850636525,86.2103558461,31.9411813072,1.01121110584e-12
1.054,0.814621051146,45.4871377102,86.2336521255,31.9536900251,9.39404468394e-13
1.056,0.816474975384,45.3984466163,86.2574731991,31.9727950087,8.72690881194e-13
1.058,0.818330485984,45.3123996936,86.2810158965,31.9934476839,8.10709553521e-13
1.06,0.820181146372,45.2177240786,86.3041992545,32.0074008434,7.53125219784e-13
1.062,0.822034492723,45.1276290375,86.3271181787,32.0243114628,6.99626336158e-13
1.064,0.823892294976,45.0451729623,86.3502457739,32.0466235102,6.49923404436e-13
1.066,0.825748248788,44.9593504594,86.373616092,32.0662955875,6.0374741415e-13
1.068,0.827606604985,44.8775610393,86.3967279228,32.0885792839,5.60848394618e-13
1.07,0.829472327431,44.8083872426,86.4196540271,32.1198669825,5.20994069181e-13
1.072,0.831340865763,44.7438959028,86.4423503685,32.1543320403,4.83968604426e-13
1.074,0.83321525713,44.6893180701,86.4652121255,32.1960321735,4.49571447693e-13
1.076,0.835093516558,44.6411909666,86.4884185893,32.2425098127,4.17616246661e-13
1.078,0.836977470436,44.6026459202,86.5114480862,32.2959431718,3.87929845211e-13
1.08,0.83886060751,44.5624340487,86.5342328022,32.3479417743,3.60351350192e-13
1.082,0.840743378862,44.5213378015,86.5567776861,32.3990847451,3.347312641e-13
1.084,0.842633958303,44.4934263249,86.5791981078,32.4599889251,3.10930679008e-13
1.086,0.844521213673,44.4595270042,86.6019609342,32.5164501407,2.88820527438e-13
1.088,0.846400989327,44.4125148063,86.6246240529,32.5628861211,2.68280886156e-13
1.09,0.848280080944,44.3640928159,86.6470436302,32.6080346404,2.4920032915e-13
1.092,0.850170176819,44.3343068294,86.6693657597,32.6671620804,2.31475326335e-13
1.094,0.852067938385,44.3173967887,86.6915712361,32.7359795164,2.15009684741e-13
1.096,0.853955129703,44.2821014621,86.7134225586,32.7906180446,1.99714029207e-13
1.098,0.855842972594,44.2476686304,86.7358462811,32.846046418,1.85505319767e-13
1.1,0.857738226274,44.2256589696,86.7581534248,32.9108711315,1.72306403166e-13
1.102,0.859632129856,44.2010732738,86.7802382204,32.9735944592,1.60045596074e-13
1.104,0.861527182523,44.1781874582,86.8021293353,33.0375061732,1.48656297777e-13
1.106,0.863419981924,44.151188806,86.8237857831,33.098111563,1.38076630247e-13
1.108,0.865313404754,44.1249956045,86.8452429737,33.1592074071,1.28249103675e-13
1.11,0.867210989705,44.1056443006,86.8672734657,33.225776079,1.19120305657e-13
1.112,0.869102049011,44.0749015891,86.8890628103,33.2833657925,1.10640612364e-13
1.114,0.870984042581,44.0284660243,86.9105425492,33.3285342291,1.02763920151e-13
1.116,0.872861268531,43.973698607,86.9317453024,33.3669582043,9.54473961463e-14
1.118,0.874730976019,43.9059593346,86.9526252959,33.394940633,8.86512464976e-14
1.12,0.876594063551,43.8268325338,86.9734663342,33.4137630701,8.2338501012e-14
1.122,0.878453981162,43.7422182565,86.9946266242,33.428142674,7.64748130411e-14
1.124,0.88031457145,43.6586386467,87.0155448157,33.4429765114,7.10282735287e-14
1.126,0.882175385949,43.5753333861,87.0362177882,33.4576678078,6.59692382226e-14
1.128,0.884034736777,43.4894628918,87.056625304,33.469960691,6.12701671185e-14
1.13,0.885891222697,43.3986914979,87.0769757258,33.4780667786,5.69054752722e-14
1.132,0.887747398335,43.3073308212,87.0977432434,33.4855724692,5.28513941744e-14
1.134,0.889605335695,43.2188500707,87.1182790462,33.4949916702,4.90858429445e-14
1.136,0.891460002487,43.1248378544,87.1385297302,33.4995956768,4.55883086447e-14
1.138,0.893312960035,43.0279305376,87.1585068793,33.5014708896,4.23397350734e-14
1.14,0.895166181052,42.9314253279,87.1784886029,33.5033557771,3.93224194354e-14
1.142,0.897019874792,42.8356680825,87.1988710849,33.5056828012,3.65199163321e-14
1.144,0.898874184643,42.7408926797,87.2190102099,33.5083968436,3.39169485554e-14
1.146,0.900727402962,42.6442774539,87.2388883774,33.5092153779,3.14993242014e-14
1.148,0.902580207718,42.5469524646,87.2585115439,33.5090460573,2.92538596585e-14
1.15,0.904432639805,42.4489915617,87.2781838553,33.5080615917,2.71683080538e-14
1.152,0.906284613303,42.3502602421,87.2981944839,33.5062598128,2.52312927706e-14
1.154,0.908136771903,42.2518177848,87.31795905,33.5042758396,2.34322456791e-14
1.156,0.909989405828,42.1541372964,87.3374816355,33.5024993082,2.17613497457e-14
1.158,0.911841965659,42.0563215516,87.3567570887,33.5001972266,2.02094857119e-14
1.16,0.91369582929,41.9606097632,87.376156465,33.4993492054,1.87681825534e-14
1.162,0.915549732146,41.8649414811,87.3958395666,33.4983323578,1.7429571453e-14
1.164,0.917402083491,41.7667481079,87.4152663671,33.4948217151,1.61863430371e-14
1.166,0.919254427673,41.6685383656,87.4344506263,33.4908818144,1.50317076458e-14
1.168,0.921106943016,41.5706009863,87.4533947713,33.4867524508,1.3959358421e-14
1.17,0.922959478355,41.4726934106,87.4724842852,33.4823811822,1.29634370131e-14
1.172,0.924811883576,41.374577038,87.4918189013,33.4776075663,1.20385017204e-14
1.174,0.926663969902,41.275953805,87.5109120246,33.4719955463,1.11794978902e-14
1.176,0.928515909666,41.177103699,87.5297650741,33.4657766694,1.03817304185e-14
1.178,0.930367975499,41.0784634427,87.5483811996,33.45931638,9.64083820302e-15
1.18,0.932219978383,40.979733788,87.5671795611,33.4525247487,8.95277040849e-15
1.182,0.934071873857,40.8808469517,87.5861836499,33.4453529387,8.31376441668e-15
1.184,0.93592390826,40.7821945684,87.604954406,33.4379621416,7.72032534191e-15
1.186,0.937776409132,40.6842922825,87.6234959915,33.4307904752,7.16920700076e-15
1.188,0.939628794481,40.5862228586,87.6418029962,33.4230636675,6.65739423281e-15
1.19,0.941480701263,40.4874207869,87.6603130433,33.4144679771,6.18208647685e-15
1.192,0.943332719228,40.3888146563,87.6790032356,33.4057794561,5.7406825133e-15
1.194,0.945184933609,40.290537758,87.6974650449,33.3969567556,5.33076629022e-15
1.196,0.947037228501,40.1924093627,87.7156979429,33.3878471084,4.95009375608e-15
1.198,0.948889444466,40.0941829817,87.7337005267,33.3782398804,4.59658062771e-15
1.2,0.950741911652,39.9963719787,87.7519267466,33.3687469968,4.26829102732e-15
1.202,0.952594431294,39.898668412,87.7703169248,33.3590832048,3.96342692667e-15
1.204,0.954446662742,39.8005488963,87.7884788222,33.3486493314,3.68031834135e-15
1.206,0.956298973575,39.7025828713,87.8064158744,33.3379354095,3.41741422169e-15
1.208,0.958151368303,39.6047779786,87.8241285401,33.3269489486,3.17327399112e-15
1.21,0.960003887834,39.5071974077,87.8420611791,33.3159139795,2.94655968578e-15
1.212,0.961856706567,39.4101072143,87.8601597119,33.3050417344,2.7360286529e-15
1.214,0.963709790491,39.3134539072,87.8780397516,33.2941423898,2.5405267681e-15
1.216,0.965563090322,39.2171613354,87.8957016148,33.2831519758,2.35898213493e-15
1.218,0.967415960169,39.1202512632,87.913138814,33.271215687,2.19039923228e-15
1.22,0.969268579265,39.0230006351,87.9307684996,33.2587302158,2.03385347794e-15
1.222,0.97112153778,38.9263024588,87.9485852915,33.2464743436,1.88848617869e-15
1.224,0.97297434904,38.8294234777,87.9661837283,33.2336532694,1.75349983952e-15
1.226,0.974827017322,38.7323732802,87.9835637164,33.2202743409,1.62815380646e-15
1.228,0.976679906868,38.635699342,88.000729106,33.2068210129,1.51176021926e-15
1.23,0.978532866824,38.5391757918,88.0180589363,33.1932385108,1.40368025201e-15
1.232,0.980386080262,38.4430755679,88.0356035447,33.1797880689,1.30332062112e-15
1.234,0.982241289506,38.3499818716,88.0529537504,33.1686104828,1.21013034182e-15
1.236,0.984096262371,38.2565712203,88.0700919278,33.1567592124,1.12359771533e-15
1.238,0.985949432814,38.1605359069,88.087000946,33.1421692333,1.04324753045e-15
1.24,0.987802728255,38.064735308,88.1040123615,33.1275045764,9.68638464295e-16
1.242,0.989656108731,37.9691107704,88.1212966552,33.1127777977,8.9936066799e-16
1.244,0.991509488307,37.8735368746,88.1383720173,33.097696047,8.35033524167e-16
1.246,0.993362598641,37.7776229079,88.1552359938,33.0819075643,7.7530356412e-16
1.248,0.9952157417,37.6818134064,88.1718913195,33.065811694,7.198425332e-16
1.25,0.997069170566,37.5864773461,88.1885925784,33.049837211,6.68345593929e-16
1.252,0.998923138659,37.4919804601,88.2056255882,33.034424067,6.20529657047e-16
1.254,1.0007775714,37.3982103193,88.2224581831,33.0192753558,5.76131831389e-16
1.256,1.00263241015,37.3050785969,88.2390909772,33.0043150304,5.34907984131e-16
1.258,1.00448817903,37.2133367156,88.2555303998,32.9902321883,4.96631403572e-16
1.26,1.00634452353,37.1224670492,88.2719219812,32.9766170355,4.6109155714e-16
1.262,1.00820341023,37.0352820553,88.288751775,32.9662232543,4.2809293786e-16
1.264,1.01006334936,36.9496279868,88.3053964995,32.9568676493,3.97453992986e-16
1.266,1.01192595842,36.8678023883,88.3218734843,32.9506708205,3.69006128945e-16
1.268,1.01379296075,36.7922337767,88.3382055309,32.9498923736,3.42592787175e-16
1.27,1.01566131444,36.718564136,88.3543696046,32.9505473728,3.18068585801e-16
1.272,1.01753118686,36.6470204771,88.3709523315,32.9530741108,2.95298522465e-16
1.274,1.01940134293,36.5758440068,88.3874832306,32.9556836819,2.7415723396e-16
1.276,1.02126729238,36.4986935976,88.4038021098,32.9524482689,2.54528308627e-16
1.278,1.02313099599,36.4183703007,88.4199192458,32.9459369777,2.36303647749e-16
1.28,1.0249956239,36.339352208,88.4358622812,32.9403043247,2.19382872466e-16
1.282,1.02686544113,36.2676149756,88.4519130183,32.9412264642,2.03672772957e-16
1.284,1.02874285131,36.2064828383,88.46830846,32.9519327471,1.89086796892e-16
1.286,1.03062340407,36.1496795236,88.4845666337,32.9664346397,1.75544574347e-16
1.288,1.0325048262,36.0940114964,88.5006735519,32.9817593584,1.62971476596e-16
1.29,1.03438700637,36.0393191112,88.5166300395,32.9977634617,1.51298206347e-16
1.292,1.03627270021,35.989434691,88.5324652901,33.018066657,1.40460417217e-16
1.294,1.03815942057,35.9408810382,88.5483936677,33.039499168,1.3039836032e-16
1.296,1.0400515527,35.8997426066,88.5646000142,33.067881074,1.21056556075e-16
1.298,1.04194804082,35.864529817,88.580698356,33.101700421,1.12383489414e-16
1.3,1.04383947384,35.8221828487,88.5966163881,33.1285859072,1.04331326728e-16
1.302,1.04573272398,35.7822382552,88.6124081751,33.1575735007,9.68556530078e-17
1.304,1.0476243828,35.7399761616,88.6280443743,33.1841748288,8.99152277344e-17
1.306,1.04951480667,35.6958974428,88.6435262586,33.2088547973,8.34717581831e-17
1.308,1.05141271123,35.6620303541,88.6595118945,33.2433379414,7.74896889037e-17
1.31,1.05331236633,35.6304479731,88.6753819048,33.2798632629,7.19360062205e-17
1.312,1.05520942544,35.595159593,88.6910999346,33.3126856939,6.6780056683e-17
1.314,1.05710711982,35.5606212387,88.7066899239,33.3460741256,6.19933784724e-17
1.316,1.05900397729,35.5248081621,88.7221398122,33.3780791511,5.75495448399e-17
1.318,1.06089682419,35.4833684894,88.7374179781,33.4044848354,5.34240187192e-17
1.32,1.06278775868,35.4391986002,88.7527802461,33.4281546358,4.95940177169e-17
1.322,1.06468636678,35.4054353105,88.768405209,33.4618577725,4.60383887395e-17
1.324,1.06659556735,35.3860445306,88.7839810533,33.5093812726,4.27374915713e-17
1.326,1.0685034506,35.3647071603,88.7994278922,33.5549165436,3.96730907632e-17
1.328,1.07041114808,35.3429741258,88.8147538069,33.5999655858,3.68282552408e-17
1.33,1.07231727757,35.3189581945,88.8299464276,33.642680288,3.41872650809e-17
1.332,1.07421436912,35.2824681367,88.8449326888,33.6730595234,3.17355249448e-17
1.334,1.07610383054,35.2354618298,88.8600216835,33.6930681469,2.94594836931e-17
1.336,1.07798687669,35.1796350389,88.8752034845,33.7043077464,2.73465597424e-17
1.338,1.07985948314,35.1095643496,88.8901630544,33.7012795345,2.5385071752e-17
1.34,1.08172758152,35.0333730189,88.9049308488,33.6919156792,2.35641742628e-17
1.342,1.08359765002,34.9598613876,88.919556169,33.6848829707,2.18737979327e-17
1.344,1.08546720497,34.8856619923,88.9340192601,33.676860308,2.03045940416e-17
1.346,1.08733552889,34.8098142016,88.9487929928,33.6670716592,1.88478829617e-17
1.348,1.08920350195,34.7335124104,88.9635767154,33.6565787765,1.74956063087e-17
1.35,1.09107517213,34.662187841,88.9782315117,33.6507241469,1.62402825124e-17
1.352,1.0929484165,34.5929700847,88.9927465029,33.6466729434,1.50749655617e-17
1.354,1.09482459262,34.527660625,89.007136731,33.6462392684,1.39932066983e-17
1.356,1.09670318531,34.465551394,89.0214026268,33.6487370653,1.29890188473e-17
1.358,1.098580814,34.4021270421,89.0361055582,33.6498754493,1.20568435908e-17
1.36,1.10045741735,34.337314185,89.0506765935,33.6493583959,1.11915205014e-17
1.362,1.10233368511,34.2720359391,89.0651005602,33.6480999927,1.03882586682e-17
1.364,1.10420970943,34.2064177401,89.0793778188,33.6462239906,9.64261025802e-18
1.366,1.10608574444,34.1407980404,89.0935103591,33.6440705041,8.95044596711e-18
1.368,1.10796131417,34.0745503792,89.107535266,33.6410205138,8.30793222749e-18
1.37,1.10983110399,34.0006887453,89.1219457702,33.6301857778,7.71151004333e-18
1.372,1.11169760325,33.9225299628,89.136183244,33.6146766515,7.15787534057e-18
1.374,1.11356924713,33.8511482237,89.1503065638,33.6057408589,6.64396072166e-18
1.376,1.11544847679,33.7896924093,89.1643448862,33.6066309007,6.16691852516e-18
1.378,1.11732661041,33.7267810751,89.1782350532,33.6057744755,5.72410509687e-18
1.38,1.11920444469,33.6634605569,89.192125127,33.6042878934,5.31306618592e-18
1.382,1.1210838111,33.6021144315,89.2063369908,33.6047287594,4.93152338545e-18
1.384,1.12295833237,33.534459289,89.2203787544,33.598432219,4.57736154326e-18
1.386,1.12482775548,33.4602066034,89.2342404706,33.585063505,4.24861707305e-18
1.388,1.12669379593,33.3816162999,89.2479273547,33.5669129954,3.94346710182e-18
1.39,1.12855720815,33.2996918563,89.2614400639,33.5449912371,3.66021939386e-18
1.392,1.13041867508,33.2153365887,89.2751111071,33.5203373521,3.39730299556e-18
1.394,1.13227952893,33.1302775827,89.2889346082,33.4947215083,3.15325954974e-18
1.396,1.13414060318,33.0455871328,89.3026046554,33.4691356978,2.92673523143e-18
1.398,1.13600254968,32.9620949846,89.3161267493,33.4444450482,2.71647326085e-18
1.4,1.13786497848,32.8792975734,89.3294992571,33.420132016,2.52130695212e-18
1.402,1.13972664635,32.7956138878,89.342735806,33.3945590875,2.34015325964e-18
1.404,1.14158810141,32.7117456669,89.3564281591,33.3686744483,2.17200678623e-18
1.406,1.14345002683,32.6285580327,89.3699718171,33.3431549965,2.01593422035e-18
1.408,1.14531257394,32.5462377298,89.3833687742,33.3182006923,1.8710691714e-18
1.41,1.14717509129,32.4639615365,89.396615013,33.2929515154,1.7366073749e-18
1.412,1.14903672996,32.3806672047,89.4097032788,33.2662891651,1.6118022408e-18
1.414,1.15089794317,32.2969301914,89.4229739215,33.2389401668,1.49596072068e-18
1.416,1.15275951395,32.213731085,89.4363874157,33.2119207315,1.38843947078e-18
1.418,1.15462206386,32.1318397435,89.4496583922,33.1859405502,1.28864128985e-18
1.42,1.15648454612,32.0499498199,89.4627807372,33.1596227243,1.19601181203e-18
1.422,1.15834609372,31.966990619,89.475747334,33.1318301663,1.11003643662e-18
1.424,1.16020772156,31.8842235465,89.4885820248,33.1039047333,1.03023747776e-18
1.426,1.16206980139,31.8021058619,89.5018744055,33.0765515345,9.56171518225e-19
1.428,1.16393212,31.7203723836,89.5150219516,33.0492686055,8.87426952802e-19
1.43,1.16579597753,31.6406127616,89.5280343491,33.0237575701,8.2362170761e-19
1.432,1.16766343373,31.5653283638,89.5409300982,33.0027092197,7.64401122843e-19
1.434,1.16952950289,31.4884151662,89.5536743133,32.9796007708,7.09435987173e-19
1.436,1.1713912246,31.4062896369,89.566507169,32.9506689668,6.58420712999e-19
1.438,1.17325216256,31.3233114954,89.5795343093,32.920606913,6.11071642429e-19
1.44,1.17511336766,31.2407588946,89.5924178439,32.8906608019,5.67125474656e-19
1.442,1.17697504535,31.1588775546,89.6051597395,32.8610985481,5.26337806027e-19
1.444,1.17883678164,31.0771659791,89.6177575896,32.8313815439,4.88481774734e-19
1.446,1.18069860178,30.9956545458,89.6302117192,32.8015437209,4.53346802639e-19
1.448,1.18256103246,30.9149729474,89.6430802104,32.7724723514,4.20737427276e-19
1.45,1.18442599636,30.8374094956,89.655874063,32.7464757969,3.90472217572e-19
1.452,1.18629552457,30.7653590831,89.6685603806,32.7261621319,3.62382767285e-19
1.454,1.18816383064,30.691913711,89.6811042139,32.7040277925,3.36312760604e-19
1.456,1.19002826888,30.6139512827,89.6934826668,32.6766519413,3.12117104728e-19
1.458,1.19189401741,30.5376234748,89.7058763707,32.6507956793,2.89661124644e-19
1.46,1.19376045748,30.4621902494,89.7185804935,32.625765391,2.68819815621e-19
1.462,1.19562511999,30.3847440499,89.7311385762,32.5982128955,2.49477149317e-19
1.464,1.19748879339,30.306225755,89.7435531226,32.5691610663,2.31525429634e-19
1.466,1.1993517478,30.2269608335,89.7558245019,32.5389621225,2.14864694761e-19
1.468,1.20121437986,30.1474190374,89.7679546836,32.5081301756,1.99402162108e-19
1.47,1.20307798589,30.0691116963,89.780317428,32.4784664647,1.8505171304e-19
1.472,1.20494201305,29.9913891676,89.7927700959,32.4492078499,1.71733414571e-19
1.474,1.20680583748,29.913526384,89.805086119,32.4194728769,1.59373075361e-19
1.476,1.20866935675,29.8354075511,89.8172644563,32.3891320422,1.47901833565e-19
1.478,1.2105332518,29.7578198279,89.8293097494,32.359059903,1.37255774244e-19
1.48,1.21239781895,29.6811006058,89.8412250298,32.3296358226,1.27375574225e-19
1.482,1.21426266881,29.6047985754,89.8535775908,32.3005656248,1.18206172437e-19
1.484,1.21612821845,29.5293881908,89.8658092332,32.2721800801,1.09696463896e-19
1.486,1.21799504756,29.4555243965,89.8779176164,32.245215445,1.01799015655e-19
1.488,1.21986326984,29.3833260455,89.8899056236,32.2198143376,9.44698031283e-20
1.49,1.22173360001,29.3135924664,89.9017809408,32.1968851825,8.76679653356e-20
1.492,1.22360505284,29.2451926329,89.9136612663,32.1752129884,8.13555777165e-20
1.494,1.22547641467,29.1767484758,89.9258434335,32.1533604127,7.54974412438e-20
1.496,1.22734801455,29.1086318116,89.9379035372,32.1315944701,7.00608866733e-20
1.498,1.22922097037,29.0420971693,89.9498492523,32.1113359845,6.50155928435e-20
1.5,1.23109254229,28.9740637953,89.9616635097,32.0891039407,6.03334180166e-20
1.502,1.23296204917,28.9037816421,89.9733390629,32.0640380289,5.59882433263e-20
1.504,1.23483228784,28.8343874452,89.985074761,32.03975513,5.19558274636e-20
1.506,1.23670853135,28.7717438642,89.997086712,32.0229983752,4.82136717938e-20
1.508,1.23858753334,28.7122020885,90.0089983569,32.0095180529,4.47408951582e-20
1.51,1.24045963038,28.6450342017,90.0207519618,31.9870814805,4.1518117663e-20
1.512,1.24233179067,28.5779965278,90.0323853438,31.9645161233,3.85273528136e-20
1.514,1.24420689018,28.514261086,90.04392001,31.9454578835,3.57519073929e-20
1.516,1.24608385488,28.4526246346,90.0555047424,31.9285994166,3.31762885296e-20
1.518,1.24796279359,28.3931939111,90.0673517863,31.9141498288,3.07861174398e-20
1.52,1.24984123618,28.3332485662,90.0790838918,31.8988614087,2.85680493634e-20
1.522,1.25171830936,28.2718375777,90.0906949361,31.8816345274,2.65096992505e-20
1.524,1.25359251152,28.2073328002,90.1021728145,31.8605798708,2.45995727846e-20
1.526,1.25546309004,28.1389370574,90.1135077946,31.8347565306,2.28270023613e-20
1.528,1.25733066642,28.0673544032,90.1248334137,31.8050045184,2.11820876643e-20
1.53,1.25919718515,27.9947158097,90.1364393216,31.7738766562,1.9655640511e-20
1.532,1.26106337526,27.9218180815,90.1479208222,31.7421486082,1.82391336596e-20
1.534,1.26292916573,27.8485879254,90.1592769578,31.7097334943,1.69246532946e-20
1.536,1.26479418532,27.7746303635,90.1705045789,31.6761687639,1.57048549248e-20
1.538,1.26665867641,27.7002121526,90.1816042305,31.6417616125,1.45729224514e-20
1.54,1.26852403125,27.6268260655,90.1928585232,31.6083513283,1.35225301761e-20
1.542,1.27039019378,27.5544054301,90.2042656325,31.5758646795,1.25478075391e-20
1.544,1.27225639239,27.4821236277,90.2155518819,31.5432429384,1.16433063918e-20
1.546,1.27412245814,27.4098016547,90.2267162494,31.5102765973,1.08039706205e-20
1.548,1.27598814421,27.3371800684,90.2377568324,31.4766600396,1.00251079536e-20
1.55,1.27785436715,27.2652291206,90.2486797441,31.4435353828,9.30236379471e-21
1.552,1.27972054391,27.1933314282,90.2598737135,31.4103140986,8.63169693697e-21
1.554,1.28158567667,27.1204409922,90.2710855966,31.3756735267,8.00935702227e-21
1.556,1.28345101279,27.047872082,90.2821783303,31.3411140674,7.43186362118e-21
1.558,1.28531760365,26.9767204675,90.2931588581,31.3079372222,6.89598681658e-21
1.56,1.28718424044,26.9057180916,90.3040208002,31.2746450318,6.39872918301e-21
1.562,1.28905042721,26.8343501679,90.3147605602,31.240625785,5.93730906163e-21
1.564,1.29091693234,26.7634162878,90.3258878948,31.2070046684,5.50914503757e-21
1.566,1.29278355997,26.692711964,90.3369233044,31.1733744324,5.11184153336e-21
1.568,1.29464990155,26.6218158855,90.3478399507,31.1392244623,4.7431754382e-21
1.57,1.29651638871,26.5511740716,90.3586401194,31.1050874817,4.40108369864e-21
1.572,1.29838230402,26.4800508355,90.3693190919,31.0700829172,4.08365180161e-21
1.574,1.30024726269,26.4080581945,90.3799561549,31.0337704076,3.78910308567e-21
1.576,1.30211171999,26.3356682768,90.3909174267,30.9968374201,3.51578882095e-21
1.578,1.30397553278,26.2627402108,90.4017577022,30.9589594175,3.26217900248e-21
1.58,1.30583919276,26.1897779087,90.4124788641,30.9207408788,3.02685380574e-21
1.582,1.30770313224,26.1172197043,90.4230833967,30.8827110956,2.80849565677e-21
1.584,1.30956708363,26.0447939771,90.4335698329,30.8445438214,2.60588187265e-21
1.586,1.31143086751,25.9723207015,90.4441587535,30.8060972446,2.41787783137e-21
1.588,1.31329483664,25.9001549831,90.4549354206,30.7678300165,2.24343063309e-21
1.59,1.31515896076,25.8282653596,90.4655965604,30.7296022839,2.08156321728e-21
1.592,1.31702277741,25.7561900856,90.476139617,30.6908537497,1.93136890326e-21
1.594,1.31888655124,25.6841949586,90.4865657831,30.6519072968,1.79200632337e-21
1.596,1.32075056185,25.6125576266,90.49687688,30.6131024048,1.66269472081e-21
1.598,1.32261446532,25.5409366236,90.5074234367,30.5741427709,1.54270958573e-21
1.6,1.32447839291,25.4694624458,90.5180226883,30.5351259121,1.43137860542e-21
1.602,1.32634254809,25.3983350766,90.5285083872,30.4962412686,1.32807790583e-21
1.604,1.32820684991,25.3274735932,90.5388803362,30.4573915385,1.23222856363e-21
1.606,1.33007127877,25.2568579191,90.5491385737,30.4185536137,1.14329336926e-21
1.608,1.33193607275,25.1867192485,90.5592848919,30.3800137908,1.06077382295e-21
1.61,1.33380148643,25.117302212,90.5697874918,30.3422328512,9.84207346925e-22
1.612,1.33566810096,25.0491651914,90.5802295369,30.3057633598,9.13164698278e-22
1.614,1.33753622606,24.9825983016,90.59056926,30.270956712,8.47247568087e-22
1.616,1.33940802408,24.9196744429,90.6008216763,30.2403906429,7.86086353319e-22
1.618,1.34128737138,24.8640950909,90.6110167688,30.2186805329,7.29338089142e-22
1.62,1.34317534974,24.8168503967,90.6211720718,30.2071011978,6.76684530089e-22
1.622,1.34507152124,24.7774737142,90.6316266535,30.2052320454,6.27830369364e-22
1.624,1.34697618603,24.7462153495,90.6421231977,30.2133426109,5.82501586349e-22
1.626,1.34888436078,24.7182796514,90.6525606122,30.2254681799,5.40443913091e-22
1.628,1.35079130877,24.6891315325,90.6629171044,30.2359598204,5.01421411204e-22
1.63,1.35270791045,24.6691559866,90.6732543154,30.2578122612,4.65215151241e-22
1.632,1.35462662515,24.6511395178,90.6835362278,30.2820348051,4.31621987173e-22
1.634,1.35651513762,24.6043031745,90.6935562616,30.2699808348,4.00453419102e-22
1.636,1.35838042202,24.5354295222,90.7035229566,30.2300756744,3.71534537896e-22
1.638,1.36024514442,24.4661459531,90.7136799496,30.1894729866,3.44703045817e-22
1.64,1.36211018236,24.3972853692,90.7237297344,30.1491200925,3.19808347686e-22
1.642,1.36397495805,24.3283017033,90.7336694923,30.1083298387,2.96710707515e-22
1.644,1.36583933314,24.2590674624,90.7434979536,30.0669401996,2.75280465876e-22
1.646,1.36770395223,24.1901892037,90.7532186767,30.0257181714,2.55397313648e-22
1.648,1.36956902538,24.1218611852,90.7631199697,29.9850070627,2.36949618082e-22
1.65,1.37143426161,24.0538092625,90.7731230396,29.9444358451,2.19833797405e-22
1.652,1.37329961567,23.9859903856,90.7830198414,29.9038825953,2.03953740491e-22
1.654,1.37516499233,23.9183157041,90.7928099518,29.863235508,1.89220268332e-22
